class,v1_mfcc1,v1_mfcc2,v1_mfcc3,v1_mfcc4,v1_mfcc5,v1_mfcc6,v1_mfcc7,v1_mfcc8,v1_mfcc9,v1_mfcc10,v1_mfcc11,v1_mfcc12,v1_mfcc13,v1_mfcc14,v1_mfcc15,v1_mfcc16,v1_mfcc17,v1_mfcc18,v1_mfcc19,v1_mfcc20,v1_mfcc21,v1_mfcc22,v1_mfcc23,v1_mfcc24,v1_mfcc25,v1_mfcc26,v1_mfcc27,v1_mfcc28,v1_mfcc29,v1_mfcc30,v1_mfcc31,v1_mfcc32,v1_mfcc33,v1_mfcc34,v1_mfcc35,v1_mfcc36,v2_meanX,v2_meanY,v2_meanZ,v2_sdX,v2_sdY,v2_sdZ,v2_maxX,v2_maxY,v2_maxZ,v2_corXY,v2_corXZ,v2_corYZ,v2_meanMagnitude,v2_sdMagnitude,v2_auc,v2_meanDif
watch_tv,119.8929592,5.576594576,-6.84575916,-6.508851781,-0.415924355,-4.392893101,-8.027582047,-4.25191317,-1.305572358,-4.028331597,0.117870934,10.33194664,114.8143779,1.886099007,-6.470579444,-7.87428545,-5.180632877,-0.544236879,-4.98029176,-7.528776024,-4.110825844,3.48333272,9.492318623,5.93160105,115.1149836,5.804589458,-3.539653034,-3.154662378,-3.677105151,-3.050334754,-3.802053262,-3.323943625,-4.943238737,-3.897896439,-6.344226255,0.41276965,0.32029855,0.946909872,-0.081026786,0.001486161,0.002835012,0.001803582,0.32348633,0.95654297,-0.07739258,-0.188866237,-0.052173489,-0.669996488,1.002896142,0.002731707,35.10136497,7.19796000282586e-05
watch_tv,119.0590851,5.271927791,-12.35673106,-6.904794861,-5.948558183,-7.150817673,-1.032066482,-0.707811381,-5.566232473,0.481220385,0.733354794,0.896458138,120.0494805,3.241592034,-4.354281397,-7.49968157,-3.028819889,-6.028846875,-3.461391659,-2.870190472,-3.114499479,-2.889192907,3.346104271,2.396256612,111.7699295,0.934503698,-1.90610819,-7.391000927,-5.487450358,-3.034856793,-1.523669669,-1.422120644,-2.431647324,-2.733623345,0.300193537,-0.894421101,0.320828798,0.94595687,-0.083804271,0.001261601,0.00210822,0.00178401,0.3244629,0.9511719,-0.07910156,-0.240712255,-0.155878806,-0.357832885,1.002394043,0.001997182,61.14603663,4.49422972982502e-05
watch_tv,111.5707236,7.741643813,3.973727562,-3.543560654,-8.519780203,-8.330999556,-8.057346932,-3.789930569,-7.478680783,-2.833388014,-4.9377439,-5.673575223,117.266806,9.482832409,-1.484936529,-9.403958594,-14.2203921,-8.882390303,-6.315427443,-5.71651056,-10.16759488,-9.540768191,-5.162827985,1.793141507,114.7776359,9.713405112,0.604119885,-7.828170819,-11.57605126,-7.147620069,-8.754860088,-7.585936413,-11.34383184,-3.625273381,-1.456926356,4.385682152,0.325077312,0.948246256,-0.082084147,0.009573332,0.014185927,0.018976065,0.36523438,1.019043,-0.009521484,0.561601719,-0.18320567,-0.571479799,1.005964263,0.01632381,60.35785579,0.000174741
watch_tv,117.1718519,5.738387002,-0.505121325,-4.257994652,-4.895117472,-7.516647985,-8.263861296,-5.531099139,-13.75338136,-8.144372368,-4.054755091,1.787574235,115.2698232,1.327364976,-13.10331074,-6.899745894,-7.301529358,-10.82271611,-4.036834994,0.741575246,-6.385007926,4.740352814,12.02144191,9.316076459,118.8942012,1.498321308,-8.252870621,-6.47736238,1.54845786,-4.991153781,-11.71340655,-9.347311643,-2.781813664,-5.783998497,-2.868163234,-1.939048943,0.310261418,0.949511722,0.02211914,0.015523855,0.020853497,0.03471226,0.3486328,0.9963379,0.1340332,-0.406067989,0.003823947,-0.582255096,0.999944402,0.017072029,64.99638614,-0.00013429
watch_tv,121.60929,3.89783292,-5.477772463,-6.220072438,-4.094482067,-4.907191311,-8.594690567,-6.314077114,-3.669471203,-6.661362863,1.339204412,-4.699034223,123.8710721,1.909039772,-13.69470499,-9.63953073,-0.448350562,-9.520303272,-16.25865719,-2.638200028,-1.902869375,-5.03079687,4.636520395,-2.605856435,126.2632931,-1.058516926,-8.849252006,-7.006656189,-8.048966591,-5.425969034,-10.29040238,-4.72308945,0.338413304,-7.021939785,-4.191446985,-2.326563752,0.300739289,0.955032346,0.010890961,0.002057651,0.00257563,0.002898721,0.30566406,0.9602051,0.020751953,0.11763412,-0.073330019,-0.303711984,1.001330056,0.002589838,64.08512358,0.000169469
watch_tv,125.7841464,-0.199430413,-11.36378559,-10.39532059,-4.567465789,-6.068334662,-11.07860367,-3.716934517,-6.182610088,-6.452487969,7.053765308,0.602036511,124.4795761,1.262219227,-8.947220501,-4.027148282,-4.518238971,-5.658639344,-7.266351575,-7.549193394,-7.32457098,-0.270283807,5.276019273,-5.224448179,126.8404423,0.141226495,-10.52436095,-6.713381022,-4.94515852,-0.119849632,-6.645342072,-7.823862535,-6.431610821,-0.701777398,4.572813255,-7.203110665,0.302769252,0.954910715,0.006347656,0.001691603,0.002779762,0.001710248,0.30664063,0.96069336,0.010253906,0.075476,-0.17049408,-0.395568728,1.001783388,0.002730963,70.12483713,-3.60E-05
watch_tv,125.3987932,2.535282696,-5.829114975,-1.487386184,-9.928639632,-7.85363411,-8.84511629,-4.090576371,-4.065171013,-4.880169764,6.841592552,-6.310858561,123.756082,1.821382426,-9.743231068,-1.54317421,-8.67841928,-5.278730254,-12.28896692,-8.239150773,-3.050945027,-4.066319106,-0.383344004,-5.125928884,127.5480813,-0.191965796,-10.74098229,-4.5232767,-4.63640817,-5.103428786,-13.00002063,-3.214844959,0.090156024,-8.163843729,-0.097416906,-4.338687901,0.303064179,0.955150939,0.004317434,0.001599268,0.002642787,0.00183695,0.30639648,0.9621582,0.008544922,-0.481239987,0.124747392,-0.402017947,1.002091435,0.002322222,57.11921179,0.000140239
watch_tv,121.9550637,2.515207278,-6.288160636,-6.687720562,-3.875722184,-11.69146894,-6.870601285,-2.12655318,-6.90083284,-5.757267549,0.78705156,-4.347660257,125.2041075,0.175748943,-7.332035045,-5.776299164,-10.3790036,-5.252696636,-5.729110273,-7.951670375,-3.200854772,-2.789710681,0.836968666,-9.130186859,124.0438589,2.985020576,-6.59593123,-5.107846871,-4.71686291,-12.16723233,-8.721220808,-1.917280582,-1.32255066,-8.719764632,1.065582255,-5.313756094,0.301466036,0.95503644,0.005061452,0.002152193,0.002905121,0.002832465,0.30566406,0.9604492,0.009521484,0.100964267,-0.375986575,-0.20804839,1.001506037,0.002904237,41.06174753,-7.16E-06
watch_tv,110.9584505,1.495585663,-3.393197189,-4.586820949,-5.817535487,-5.848799784,-7.602685106,-6.410416175,-8.687869438,-3.322661836,2.240493331,6.044396753,119.6302537,3.964162069,-13.87877668,-8.390086471,-3.963088853,-4.018480074,-6.931425602,-3.101002105,-5.372391567,-4.398061632,-2.27684709,-3.940885492,117.3456624,3.930876722,-6.302860945,-6.752765646,-4.620510315,-5.78158846,-5.943812631,-6.7805943,-6.213546939,-6.837918618,-3.656500994,-1.824794059,0.302766927,0.9550944,0.00452474,0.001811693,0.00319394,0.002323727,0.30615234,0.9638672,0.009033203,-0.092800914,-0.220356905,-0.246119228,1.001949637,0.003040515,60.11697821,-0.000135058
watch_tv,114.8567552,5.140903016,-6.411381907,-9.387353912,-4.706687246,-4.650213655,-8.803852501,-8.740146166,-7.493057448,-3.084986696,-2.670608058,-1.976181015,118.8399424,4.348408022,-11.89337176,-11.15160946,-5.103071857,-1.42548694,-5.770316504,-6.341647022,-7.466940089,-3.310682103,-2.364584847,-2.066176487,115.1715802,4.293163369,-11.63714879,-11.77199761,-3.993673782,-0.166032829,-4.665863969,-3.379845553,-4.194789447,-3.495146594,-5.69754707,-2.148960977,0.303595651,0.954033746,-0.003994412,0.007628422,0.008547335,0.014031992,0.32641602,0.97509766,0.007568359,0.089541178,0.024784944,-0.267577103,1.001304792,0.008748351,36.04697252,7.96002873592852e-05
watch_tv,113.5342214,1.811183659,-5.826298215,-4.737606078,-4.657299928,-4.801828902,-9.945927491,-8.497693402,-5.123637692,-1.772693758,-2.533625058,-2.493726412,118.5870653,6.86795085,-4.785577103,-7.619646729,-10.29301483,-10.5246998,-13.50503827,-5.528255135,-6.923552946,-3.846501954,-3.621830844,-2.931072469,116.2964997,4.702852154,-3.40015942,-5.310896009,-15.78066078,-7.680335594,-0.501753554,-5.63110935,-5.165503087,0.234431284,-5.879798843,-2.446655673,0.312573982,0.951364226,-0.007449988,0.002082624,0.003209744,0.002930076,0.3190918,0.95654297,-0.000732422,-0.198601409,0.009513172,-0.361560416,1.00143193,0.002997819,66.09450735,0.000131084
watch_tv,115.0486278,5.869717218,-5.71909385,-9.605513217,-9.73737161,-3.073836928,-4.245048632,-8.906376691,-13.42280617,-4.823055309,0.743791641,2.836577655,114.8658252,4.684539515,-5.509952133,-6.481848675,-6.711219936,-8.2639329,-8.595903902,-5.822930076,-6.946886387,-4.308095791,-3.371607327,-2.561919506,112.7834189,4.682729643,-0.112340863,-5.196950751,-6.975626866,-8.373238773,-10.47308803,-8.804460398,-4.209968323,-1.236463904,-3.436087768,-1.807496187,0.312951291,0.950794568,-0.005496863,0.002004075,0.002277269,0.001847381,0.3166504,0.95581055,-0.002197266,0.035212535,-0.102923138,-0.008973932,1.000992636,0.002273195,33.032757,-0.000221876
watch_tv,115.2115768,3.795361719,-7.08493011,-4.547457186,-1.575159032,-6.649682607,-7.698595589,-5.357893343,-5.143952937,-5.787077567,-5.221672025,-5.924783473,114.4563856,4.12958307,-3.9395944,-5.98946261,-7.659891379,-7.638395416,-8.211358637,-4.923397142,-6.913695723,-0.318362354,-0.155895171,2.246659234,118.3113997,4.977624981,-6.612992479,-16.27056174,-4.917906322,-6.062145116,-7.174299666,-7.014082292,-2.181927015,-1.446037114,-2.12839342,-1.369093102,0.313060088,0.95171042,-0.007762236,0.002075549,0.003156867,0.001910849,0.3178711,0.96069336,-0.003173828,0.078824225,-0.382120234,-0.208828769,1.001911938,0.003122021,34.06500591,7.84974578884209e-05
watch_tv,119.6211487,2.625965928,-14.10866387,-10.36392403,-1.715323982,-8.847010715,-6.450309603,1.645904227,-3.974542839,-4.311220615,5.739049536,-0.464385931,116.2865213,3.92980427,-6.828326619,-10.77022679,-4.627431206,-10.05861383,-4.894732456,-7.034148053,-4.009516979,-1.288201026,0.085565793,-2.899027154,118.4884775,4.364127298,-12.95072434,-8.035951702,-0.463999218,-11.39013001,-13.60671024,-2.781564531,-2.289289605,-3.11731003,1.936902814,5.16942488,0.31370714,0.951104058,-0.009819878,0.002311664,0.002923061,0.002240712,0.3190918,0.9602051,-0.005859375,0.232482642,-0.234892685,-0.078580792,1.001557278,0.003030997,36.05606201,5.10782952191369e-05
watch_tv,117.3166285,6.495472025,-6.661100283,-12.66121864,-3.409255836,-7.107896431,-9.785489173,-5.891238678,-2.639730821,-4.894104476,-5.189132377,-3.209869789,114.2863169,3.970066367,-1.395148713,-1.05764574,-11.07993879,-6.242844627,-6.753691252,-8.058113693,-6.830915734,-4.584511508,-4.49961696,-2.17699031,117.5598491,4.654858795,-4.925054625,-7.942331153,-10.07310367,-6.484453701,-11.0317519,-12.49124331,-5.283564096,-2.579309825,3.241574567,3.914331457,0.314254503,0.950513939,-0.011991856,0.002103832,0.003418045,0.002052206,0.31884766,0.95751953,-0.007568359,-0.091513826,-0.058005722,0.052322819,1.001192308,0.003250243,59.07034617,-8.99E-05
watch_tv,120.1402869,3.680353525,-13.16354836,-6.725267953,-1.241850592,-3.65210447,-14.53393561,-11.79077416,-6.859476028,-6.18128285,-7.431979966,-3.20494835,115.2611927,2.540999618,-11.95252752,-6.724144538,0.899220025,-4.694979148,-13.35386303,-7.53268796,-2.43821476,-1.597432308,-3.641585975,0.629463609,117.4527151,4.253249859,-11.34866828,-10.58174366,-4.134529026,-7.265585911,-10.19721773,-2.85184926,-2.521769682,-3.08701916,-0.800950101,1.756518303,0.310759515,0.952971425,0.000905683,0.00633093,0.007473349,0.008925022,0.32714844,0.9814453,0.022460938,0.185704378,-0.439735097,-0.410618171,1.002417496,0.007727635,62.14988473,-0.000162367
watch_tv,118.603692,4.122116756,-8.780399475,-10.68095958,-6.017970174,-5.249360543,-8.053044577,-2.271564517,-3.820978471,-4.689368549,-0.494170453,-1.170186557,111.2722524,3.10891248,-5.097673174,-7.847057257,-5.482744536,-4.529344261,-5.443246846,-3.995872133,-5.058541912,-3.364067954,-3.052437393,-1.676894023,120.3732675,5.425234099,-5.783432006,-6.779777668,-4.488001148,-5.710541272,-14.25983304,-8.108404955,-5.079871275,-5.586605069,-2.887807797,-4.090695746,0.316411037,0.950506471,-0.012183096,0.003122897,0.00400899,0.008140141,0.32495117,0.9597168,0.017089844,-0.063631755,-0.545995458,0.087145507,1.001899392,0.003887228,51.09686898,3.03748541054429e-05
watch_tv,120.0146854,3.904116555,-9.686008823,-8.319771506,-1.76266962,-9.530444124,-7.842724435,0.820220118,-2.461724217,-4.787227615,0.816881876,-1.981675625,116.9926768,4.895098375,-5.712808921,-9.058989497,-6.62491233,-5.190364497,-6.226611901,-5.246178852,-3.600228414,-5.106023929,-2.016397563,0.961692051,121.4833714,2.192174382,-6.459409009,-11.76320197,-2.672179894,-7.767604586,-5.135396688,-12.31638029,-7.470851904,-4.854270351,3.824118864,-0.187270116,0.318438987,0.949956481,-0.018061099,0.001514682,0.003012384,0.002032544,0.32226563,0.95532227,-0.014404297,0.196433266,-0.004443294,-0.336831499,1.002074482,0.002999919,46.09542616,1.36572369273427e-05
watch_tv,116.0692995,2.151287872,-3.38583592,-8.411071743,-3.856148848,-11.32000149,-5.385626063,-5.324260918,-9.621723245,-4.527746294,-0.654330786,1.051436626,116.0130462,0.025923163,0.319786542,-8.209902911,-6.251056808,-4.522626849,-7.945953047,-7.158310741,-5.364722921,-7.624704292,0.112103212,-2.720656002,117.5101137,2.237604509,-8.572299089,-7.880196381,-5.710921081,-7.750687806,-3.054555352,-5.002656222,-5.242859972,-3.147516085,-2.879270999,-2.060901033,0.3183555,0.949621775,-0.022720579,0.002539265,0.003869198,0.003757185,0.3269043,0.95947266,-0.012695313,-0.10434142,-0.303315106,-0.413145776,1.001832988,0.003717356,63.11547826,6.50364811669174e-05
watch_tv,122.6960168,4.116030534,-5.195051521,-8.333754826,-3.376786216,-13.38567454,-15.11093326,-8.906128821,-1.262944365,-6.557015459,-0.479178103,-2.900973643,114.3767334,1.070808307,-0.824764855,-8.501952503,-6.940302207,-5.88364221,-5.60443734,-5.061984041,-5.057892952,-4.932031699,-0.482657822,-5.649804843,117.0006533,5.054496909,-3.970074405,-9.180084212,-6.01695332,-3.749201244,-10.88995492,-9.986340337,-5.162745169,-4.515945511,0.051058621,1.197889402,0.318627335,0.949873763,-0.023550638,0.001744201,0.002804663,0.001783311,0.3215332,0.9562988,-0.019042969,0.103649156,-0.054683157,-0.204087268,1.002169835,0.002780588,41.08896323,-4.76E-05
watch_tv,119.4368936,1.802284172,-1.842175205,-11.45876675,-7.52175968,-10.90023956,-4.492479821,-11.33145129,-5.332509845,-1.379187164,0.574961023,-3.09234995,114.8933749,1.822741127,-2.346756553,-2.111316722,-10.90068729,-9.14659622,-9.383082715,-9.466214811,-6.763838956,-3.668935904,1.383534402,1.552108084,117.3880391,4.226477912,-3.871172752,-11.52401602,-3.981870799,-5.020029299,-8.309611421,-9.744402045,-5.061403282,-3.568541637,-1.060744458,0.689715234,0.317964311,0.949400746,-0.028382457,0.002332974,0.003539252,0.006812357,0.32299805,0.9560547,-0.020263672,0.049642357,0.154622007,-0.255433101,1.00165846,0.003522038,55.09121532,3.86070075613289e-06
watch_tv,116.1285686,2.951395509,-8.219015746,-7.309485393,-2.552762408,-6.253750119,-8.019943978,-7.609467949,-6.476408258,-7.374669331,2.046339023,-1.225810683,119.0679165,4.399057671,-3.441595762,-9.270326531,-5.838132071,-8.907545585,-11.56136645,-10.4771718,-6.692476445,-6.121678409,3.699093416,3.151162025,116.473964,5.101367707,-6.445276644,-7.301031116,-4.166346714,-7.864379575,-16.63226958,-11.93516113,-3.725119941,3.846466468,3.20304562,1.200330742,0.314862652,0.949486517,-0.040369834,0.002128724,0.003111711,0.001787018,0.3215332,0.95751953,-0.036865234,0.003678615,-0.324443091,-0.04092035,1.00114979,0.00303873,62.07128696,1.55520770231452e-05
watch_tv,114.4688096,0.914870622,-5.920620795,-5.908390068,-5.818076972,-6.037983853,-4.709465282,-2.64447055,-0.705898148,-3.309653741,-3.222298704,0.730043599,119.2876336,4.22891778,-3.436258098,-7.351536565,-10.74862103,-12.38939796,-14.40753539,-9.396569314,-1.581487317,-1.362458387,0.422973944,3.489814761,104.9956973,-2.64222098,-5.416774006,-2.742609243,-0.977183139,-0.71022534,-2.708506597,0.689226423,-0.179101467,1.021930212,1.162622285,2.003838977,0.315429687,0.949774047,-0.042925666,0.002752625,0.005865897,0.00490588,0.32470703,0.9663086,-0.032226563,0.135181799,-0.036193437,-0.414182707,1.00171878,0.005844231,51.08765779,-0.000109742
watch_tv,105.7751303,-1.298615854,-3.948658938,-4.130198284,-2.792648765,1.28774182,-1.051882931,-1.192767061,-2.774625602,1.883941237,-1.005191107,2.352445776,106.3943542,-2.542779128,-2.790687872,-3.199899237,-2.766835286,-1.150120817,-0.339980123,-0.543206135,-2.283855932,0.966790186,-0.138347245,1.920785675,105.5750412,-1.126776073,-3.58290249,-3.37195079,-3.085179949,-0.069292385,-1.269779727,-0.816618258,-3.850144646,1.067074358,0.784850178,2.449935395,0.315078735,0.94933065,-0.045135498,0.002270727,0.002828806,0.002047975,0.32080078,0.95874023,-0.039794922,-0.455942304,-0.412159149,0.235157554,1.001275038,0.002432911,48.06120181,-9.33E-05
watch_tv,103.2595419,-3.319810814,-3.013820315,-1.404830704,-2.725511052,-0.413572729,-0.791410496,1.385477495,-1.776417581,1.635034137,0.069924467,0.813541637,123.483566,-0.341649566,-17.35746262,-10.96742333,-1.157318742,-6.469650411,-6.372153548,-7.89414172,-9.493993071,-0.054132694,3.592953281,9.458293532,103.2208416,-2.679037008,-4.030265071,-1.956427273,-1.778999846,0.46780425,-1.637092545,-1.437905599,-1.055210196,2.210274926,0.923532615,2.419644104,0.315864702,0.949272014,-0.047589666,0.002526149,0.002842758,0.00216786,0.32202148,0.95532227,-0.04321289,-0.224314339,-0.406362982,-0.14738373,1.001580994,0.002664387,55.08695467,0.000208473
watch_tv,103.6151551,-2.786972202,-3.829183759,-2.0202018,-1.735064237,0.764903612,0.215674054,-0.320447582,-2.957839782,2.526576042,0.163779303,1.596206482,115.8263334,-0.513996931,-2.001138935,-7.348938171,-9.682381269,-3.147887876,-13.97489145,-6.122427948,-6.291127729,-6.693427561,3.182910609,-10.11058142,119.8326738,0.603599698,-9.319411016,-7.013026369,-4.662328128,-5.084408882,-10.12993732,-8.858215492,-4.825595655,-6.601413073,-2.125071834,-0.227730258,0.316694336,0.949296876,-0.048710938,0.002369954,0.002694111,0.001856203,0.3215332,0.95410156,-0.044433594,-0.237357483,-0.141664421,-0.307869657,1.001919361,0.002516039,50.09596807,7.59621066273164e-05
watch_tv,112.5068677,0.688903468,-3.267714074,-4.50594407,-7.127036195,-8.656190958,-5.578078011,-1.941001079,-3.161184056,1.790953693,2.05669864,-0.815492084,114.8701823,0.017773689,-6.221853389,2.501414843,-2.628487474,-9.687017607,-1.064681342,-8.595133213,-10.8097691,4.121921504,3.707274102,-1.64593341,112.3205743,1.956667596,-4.184513045,-1.578003979,-1.643566985,-4.475287864,-7.288926912,-4.709857566,-1.83702416,-3.289988675,-4.51678121,6.724118559,0.317138673,0.949487304,-0.049080404,0.002348725,0.00272268,0.001907859,0.32128906,0.95581055,-0.045410156,-0.013496062,-0.428859295,-0.145965783,1.002257919,0.002699819,30.06773756,-0.000139454
